ranking,name,wealth,wealth_change,ranking_change,company,company_en,headquarters,industry,industry_en,relations,gender,age,birthday,nationality,birth_place,permanent_place,education,school,native_place,wealth_numeric,age_numeric,industry_clean,location_clean
371,汪建国、汪浩,135.0,-18%,-29,五星投资,Five Star Appliance,江苏南京,电子商务、儿童用品连锁,"E-Commerce, Retail",父子,先生,64,1960-07-01,198,中国-江苏-苏州,中国-江苏-南京,,,中国-江苏-苏州,135.0,64,电子商务、儿童用品连锁,江苏南京
371,王世忠,135.0,-7%,17,亚德客,AirTAC,台湾台北,工业机械,Industrial Machinery,家族,先生,未知,1900-01-01,198,中国-台湾,中国-台湾-台北,,,,135.0,0,工业机械,台湾台北
371,伍伟国,135.0,13%,121,美心,Maxim's Caterers,香港,餐饮,Restaurants,家族,先生,54,1970-01-01,198,中国-香港,中国-香港,,,,135.0,54,餐饮,香港
371,肖安江,135.0,8%,100,五江轻化,Wujiang,湖南长沙,钛合金、保温容器,Chemicals,未知,先生,61,1963-01-01,198,中国-湖南-娄底,中国-湖南-长沙,,,,135.0,61,钛合金、保温容器,湖南长沙
371,肖自江,135.0,8%,100,五江轻化,Wujiang,湖南长沙,钛合金、保温容器,Chemicals,未知,先生,74,1950-01-01,198,中国-湖南-娄底,中国-湖南-长沙,,,,135.0,74,钛合金、保温容器,湖南长沙
371,许树根,135.0,-7%,17,鼎力,Zhejiangdingli,浙江湖州,机械制造,Manufacturing,未知,先生,59,1965-01-01,198,中国-浙江,中国-浙江-湖州,本科,,,135.0,59,机械制造,浙江湖州
371,袁富根,135.0,17%,150,东山精密,Dongshan Precision Manufacturing,江苏苏州,精密铸件,Precision castings,家族,先生,74,1950-11-01,198,中国-江苏-苏州,中国-江苏-苏州,,,中国-江苏-苏州,135.0,74,精密铸件,江苏苏州
371,袁志伦,135.0,8%,100,博赛矿业,Bosai Minerals,重庆,矿业,Mining,未知,先生,60,1964-11-01,198,中国-重庆,中国-重庆,本科,川大,中国-重庆,135.0,60,矿业,重庆
388,陈世卿、蒋翠英,130.0,51%,316,大立光,Largan,台湾台北,电子元件,Electronic Components,夫妇,先生,75,1949-01-01,198,中国-台湾-台北,中国-台湾-台中,,,,130.0,75,电子元件,台湾台北
388,陈一丹,130.0,4%,83,腾讯,Tencent,广东深圳,互联网服务,Internet Services,未知,先生,53,1971-01-01,198,中国-广东-深圳,中国-广东-深圳,硕士,深圳、南大,中国-广东-深圳,130.0,53,互联网服务,广东深圳
388,崔立新,130.0,-19%,-30,创新集团,Innovation Group,山东滨州,有色金属,Non-ferrous metals,未知,先生,未知,1900-01-01,198,,中国-山东-滨州,,,,130.0,0,有色金属,山东滨州
388,崔鹏、曹菲,130.0,-21%,-46,菲鹏生物,Fapon Biotech,广东深圳,生物科技,Healthcare,夫妇,先生,47,1977-01-01,198,,中国-广东-深圳,,,,130.0,47,生物科技,广东深圳
388,黄达文,130.0,-4%,39,合盛,Hoshine Silicon,浙江宁波,硅材料,Metals & Mining,未知,先生,64,1960-10-01,198,中国-香港,中国-浙江-宁波,,,,130.0,64,硅材料,浙江宁波
388,兰春、杨英,130.0,31%,241,新英才,New Talent,北京,教育、生物医药、房地产、投资,"Education, Biotech, Real Estate, Investments",夫妇,先生,58,1966-04-01,198,,中国-北京,,,,130.0,58,教育、生物医药、房地产、投资,北京
388,李良彬,130.0,-37%,-127,赣锋锂业,Ganfeng Lithium,江西新余,有色金属冶炼加工,Non-ferrous Metals,未知,先生,57,1967-09-01,198,中国-江西-宜春,中国-江西-新余,,,中国-江西-宜春,130.0,57,有色金属冶炼加工,江西新余
388,李卫国,130.0,-46%,-174,东方雨虹,Oriental Yuhong,北京,防水材料,Waterproofing Material,未知,先生,59,1965-01-01,198,中国-湖南-常德,中国-北京,本科,湖南农,,130.0,59,防水材料,北京
388,李仙德,130.0,-16%,-18,晶科能源,Jinko Solar,江西上饶,太阳能,Solar,未知,先生,49,1975-01-01,198,,中国-江西-上饶,,,,130.0,49,太阳能,江西上饶
388,李湘平,130.0,8%,104,东明石化,Dongming,山东菏泽,石油化工,Petrochemical,未知,先生,未知,1900-01-01,198,,中国-山东-菏泽,,,,130.0,0,石油化工,山东菏泽
388,梁允超,130.0,-30%,-98,汤臣倍健,By-Health,广东珠海,保健品,Healthcare,家族,先生,55,1969-01-01,198,中国-湖北-武汉,中国-广东-珠海,,,,130.0,55,保健品,广东珠海
388,刘革新,130.0,13%,133,科伦药业,Kelun Pharmaceutical,四川成都,制药、医药流通,"Pharmaceuticals, medicine circulation",未知,先生,73,1951-01-01,198,中国-湖北,中国-四川-成都,,,中国-湖北,130.0,73,制药、医药流通,四川成都
388,尚吉永,130.0,4%,83,万达控股,Wanda,山东东营,轮胎、电缆、化工,"Tire, cable, chemical",未知,先生,56,1968-01-01,198,中国-山东,中国-山东-东营,,,中国-山东-东营,130.0,56,轮胎、电缆、化工,山东东营
388,苏素玉,130.0,-10%,0,联美,Lianmei,广东汕头,房地产、投资,"Real Estate, Investments",家族,先生,76,1948-01-01,198,中国-广东-汕头,中国-广东-汕头,,,中国-广东-汕头,130.0,76,房地产、投资,广东汕头
388,王均金,130.0,-21%,-46,均瑶,JuneYao,上海徐汇,房地产、航空、零售,"Real estate, airline, retail",未知,先生,56,1968-12-01,198,,中国-上海,硕士,,,130.0,56,房地产、航空、零售,上海徐汇
388,王秋雄,130.0,0%,67,丰泰,Feng Tay,台湾斗六,服装,Apparel & Accessories,家族,先生,81,1943-01-01,198,中国-台湾,中国-台湾-斗六,,,,130.0,81,服装,台湾斗六
388,吴绪顺,130.0,-4%,39,三七互娱,37 Interactive Entertainment,广东广州,网络游戏,Network game,家族,先生,76,1948-04-01,198,中国-安徽-芜湖,中国-安徽-芜湖,,,,130.0,76,网络游戏,广东广州
388,谢秉昆,130.0,-10%,0,坤彩科技,Kuncai,福建福州,珠光材料,Pearlescent material,家族,先生,58,1966-01-01,198,,中国-福建-福州,,,,130.0,58,珠光材料,福建福州
388,许冉,130.0,-7%,18,龙佰,LB,河南焦作,钛白粉,Titanium Dioxide,家族,未知,未知,1900-01-01,198,,河南焦作,硕士,,河南,130.0,0,钛白粉,河南焦作
388,张国炜,130.0,NEW,New,星宇航空,Starlux Airlines,台湾台北,航空,Aerospace & Defence,家族,先生,未知,1900-01-01,0,,中国-台湾-台北,,,,130.0,0,航空,台湾台北
388,周敬良,130.0,8%,104,景田,Ganten,广东深圳,饮料,Food & Beverages,未知,先生,74,1950-08-25,198,中国-海南-海口,中国-广东-深圳,,,,130.0,74,饮料,广东深圳
388,朱兴明、朱瀚玥,130.0,-33%,-114,汇川技术,Inovance Technology,广东深圳,工业自动化产品,Electronic Equipment,父女,先生,57,1967-01-01,198,中国-湖南,中国-广东-深圳,硕士,,,130.0,57,工业自动化产品,广东深圳
410,蔡华波,125.0,-7%,17,江波龙,Longsys,广东深圳,半导体,Semiconductors,未知,先生,48,1976-01-01,198,,中国-广东-深圳,,,,125.0,48,半导体,广东深圳
410,丁立国,125.0,-7%,17,德龙,Delong,上海,钢铁、天然气,"Iron,Natural Gas",家族,先生,54,1970-01-01,198,中国-河北-任丘,中国-河北-唐山,,,中国-河北-任丘,125.0,54,钢铁、天然气,上海
410,丁雅丽,125.0,-11%,-4,安踏,Anta,福建厦门,体育用品,Sportswear,未知,先生,未知,1900-01-01,198,中国-福建-泉州,中国-福建-厦门,,,,125.0,0,体育用品,福建厦门
410,董伟,125.0,4%,82,恒瑞,Heng Chuang,江苏连云港,医药,Pharmaceuticals,未知,先生,53,1971-01-01,198,,中国-江苏-连云港,,,,125.0,53,医药,江苏连云港
410,洪锋,125.0,54%,341,小米,Xiaomi,北京,智能硬件与技术,IoT,未知,先生,未知,1900-01-01,198,,中国-北京,硕士,上海交大、美国普渡大学,,125.0,0,智能硬件与技术,北京
410,雷菊芳、程若琼,125.0,-11%,-4,奇正藏药,Qizheng Pharmaceutical,西藏林芝,医药,Pharmaceuticals,母子,女士,71,1953-01-01,198,中国-甘肃-定西,中国-西藏-林芝,本科,西交大,,125.0,71,医药,西藏林芝
410,李非列,125.0,-11%,-4,飞尚,Feishang,广东深圳,有色金属、钢铁、物流,"Non-ferrous Metals, Steel, Logistics",家族,先生,58,1966-04-01,198,中国-北京,中国-广东-深圳,硕士,北京经济,中国-广西-梧州,125.0,58,有色金属、钢铁、物流,广东深圳
410,李妙行,125.0,4%,82,老干妈,Laoganma,贵州贵阳,食品,Food,未知,先生,未知,1900-01-01,198,,中国-贵州-贵阳,,,,125.0,0,食品,贵州贵阳
410,李伟,125.0,-14%,-22,千味央厨,Qianwei,河南郑州,食品、房地产,"Food, real estate",未知,先生,56,1968-07-01,198,中国-河南,中国-河南-郑州,本科,郑大,中国-河南-南阳,125.0,56,食品、房地产,河南郑州
410,梁亮胜,125.0,4%,82,丝宝,C-Bons,香港,日化、投资,"Daily Chemical Products, Hygiene Products, Investments",未知,先生,73,1951-01-01,198,中国-广东-梅州,中国-香港,本科,香港工商管理学院,,125.0,73,日化、投资,香港
410,林聪吉,125.0,NEW,New,川湖科技,King Slide,台湾高雄,五金配件,Mechanical Products,家族,未知,未知,1900-01-01,198,,台湾高雄,,,,125.0,0,五金配件,台湾高雄
410,吕慧、陈宁宁,125.0,-4%,45,嘉鑫,Pioneer Metals,香港,钢铁、铁矿石进出口、房地产,"Steel, Mining",母女,先生,75,1949-01-01,198,,中国-香港,硕士,,,125.0,75,钢铁、铁矿石进出口、房地产,香港
410,邱光和,125.0,-19%,-40,森马,Semir,浙江温州,服装,Apparel,家族,先生,73,1951-01-01,198,中国-浙江-温州,中国-浙江-温州,,,,125.0,73,服装,浙江温州
410,任正非,125.0,9%,111,华为,Huawei,广东深圳,消费电子、电讯,"Consumer Electronics, Telecommunications",未知,先生,80,1944-10-01,198,中国-贵州-安顺,中国-广东-深圳,本科,重庆,中国-贵州-安顺,125.0,80,消费电子、电讯,广东深圳
410,唐金奎、朱玉琴,125.0,-31%,-108,盛虹,Shenghong,江苏苏州,印染、化纤、房地产,"Printing and Dyeing, Chemical Fiber, Real Estate",夫妇,先生,69,1955-01-01,198,中国-江苏-苏州,中国-江苏-苏州,,,中国-江苏-苏州,125.0,69,印染、化纤、房地产,江苏苏州
410,徐新,125.0,4%,82,今日资本,Capitaltoday,上海浦东,投资,Investments,未知,先生,58,1966-01-01,198,,中国-上海,本科,南大,,125.0,58,投资,上海浦东
410,许景南,125.0,-11%,-4,匹克,Peak,福建泉州,体育用品,Sportswear,家族,先生,69,1955-01-01,198,中国-福建-泉州,中国-福建-泉州,,,,125.0,69,体育用品,福建泉州
410,闫希军,125.0,4%,82,天士力,Tasly,天津,医药,Pharmaceuticals,家族,先生,71,1953-01-01,198,中国-甘肃-庆阳,中国-天津,博士,南京农业,中国-天津,125.0,71,医药,天津
410,严陈莉莲,125.0,-22%,-52,裕隆,Yulon,台湾新北,汽车销售,Automobile Sales,家族,女士,59,1965-05-23,198,中国-台湾,中国-台湾-新北,,,,125.0,59,汽车销售,台湾新北
410,俞发祥,125.0,-11%,-4,祥源控股,Sunriver,浙江绍兴,基础设施建设、房地产,"Infrastructure, real estate",未知,先生,53,1971-01-01,198,中国-浙江-绍兴,中国-浙江-绍兴,,,,125.0,53,基础设施建设、房地产,浙江绍兴
410,袁志敏、熊海涛,125.0,-7%,17,金发科技,Kingfa,广东广州,化工塑料,Chemicals,夫妇,先生,63,1961-03-01,198,中国-四川,中国-广东-广州,硕士,北京理工,,125.0,63,化工塑料,广东广州
410,张洪本,125.0,32%,225,日月光,ASE,台湾高雄,工业品、房地产,"Industrial Products, Real Estate",未知,先生,78,1946-01-01,198,中国-台湾,中国-台湾-高雄,,,中国-浙江-温州,125.0,78,工业品、房地产,台湾高雄
410,赵立新,125.0,-26%,-85,格科微,Galaxcore,上海,CMOS图像传感器,Industrial Products,家族,先生,58,1966-01-01,198,,中国-上海,,,中国-北京,125.0,58,CMOS图像传感器,上海
433,龚俊龙,120.0,-11%,-6,恒裕,Hengyu,广东深圳,房地产、投资,"Real Estate, Investments",家族,先生,65,1959-10-01,198,中国-广东-汕尾,中国-广东-深圳,,,中国-广东-汕尾,120.0,65,房地产、投资,广东深圳
433,黄江吉,120.0,52%,371,小米,Xiaomi,北京,智能硬件与技术,IoT,未知,先生,未知,1900-01-01,198,,中国-北京,,,,120.0,0,智能硬件与技术,北京
433,黄毅,120.0,-43%,-180,中升控股,Zhongsheng,辽宁大连,汽车销售,Automobile Sales,未知,先生,61,1963-01-01,198,,中国-北京,本科,厦大,,120.0,61,汽车销售,辽宁大连
433,金惠明,120.0,0%,59,大华,Dahua,上海宝山,房地产,Real estate,家族,先生,71,1953-01-01,198,中国-上海,中国-上海,,,中国-上海,120.0,71,房地产,上海宝山
433,赖建法,120.0,-8%,22,中通,ZTO,上海青浦,快递,Express Delivery,未知,先生,55,1969-01-01,0,,中国-上海,,,,120.0,55,快递,上海青浦
433,黎万强,120.0,52%,371,小米,Xiaomi,北京,智能硬件与技术,IoT,未知,先生,47,1977-08-01,198,中国-广东,中国-北京,本科,西安工程大学,,120.0,47,智能硬件与技术,北京
433,李贵山,120.0,4%,88,老干妈,Laoganma,贵州贵阳,食品,Food,未知,先生,未知,1900-01-01,198,,中国-贵州-贵阳,,,,120.0,0,食品,贵州贵阳
433,刘锋、林旭燕,120.0,-4%,38,永锋,Yongfeng,山东济南,钢铁,Steel,夫妇,先生,54,1970-10-01,198,中国-山东,中国-山东-济南,本科,,中国-山东-禹城,120.0,54,钢铁,山东济南
433,陆地,120.0,-29%,-108,大疆,DJI,广东深圳,无人机,Drones,未知,先生,未知,1900-01-01,198,,中国-广东-深圳,,,,120.0,0,无人机,广东深圳
433,孟庆山,120.0,9%,103,梅花,Meihua,河北廊坊,食用调味品,Edible Condiment,家族,先生,76,1948-01-01,198,中国-河北,中国-河北-廊坊,,,中国-河北,120.0,76,食用调味品,河北廊坊
433,瞿芳,120.0,NEW,New,小红书,Xiaohongshu,上海,生活服务平台、电商,E-Commerce,未知,未知,未知,1900-01-01,198,,上海,本科,北京外国语大学,,120.0,0,生活服务平台、电商,上海
433,王瀚,120.0,-20%,-56,均瑶,JuneYao,上海徐汇,房地产、航空、零售,"Real estate, airline, retail",未知,先生,37,1987-01-01,198,,中国-上海,本科,英国伦敦大学,,120.0,37,房地产、航空、零售,上海徐汇
433,王林祥,120.0,-4%,38,鄂尔多斯,Erdos,内蒙古鄂尔多斯,羊绒、煤电、冶金、房地产,"Cashmere, Coal, Real Estate",未知,先生,73,1951-12-01,198,中国-内蒙古-包头,中国-内蒙古-鄂尔多斯,,,中国-内蒙古-包头,120.0,73,羊绒、煤电、冶金、房地产,内蒙古鄂尔多斯
433,温鹏程,120.0,4%,88,温氏食品,Wens Foodstuff,广东云浮,家禽养殖畜牧,Animal Husbandry,家族,先生,62,1962-01-01,198,中国-广东-云浮,中国-广东-云浮,,,,120.0,62,家禽养殖畜牧,广东云浮
433,徐金富,120.0,-51%,-221,天赐材料,Tinci Materials,广东广州,化学原料制品,Chemicals,未知,先生,60,1964-10-01,198,中国-广东-广州,中国-广东-广州,本科,浙大,中国-广东-广州,120.0,60,化学原料制品,广东广州
433,徐宇,120.0,-20%,-56,赫基国际,Trendy International,广东广州,服装,Apparel,未知,先生,52,1972-01-01,198,中国-广东-广州,中国-广东-广州,硕士,长江,,120.0,52,服装,广东广州
433,徐振华,120.0,0%,59,沐瞳科技,Moonton,上海,游戏,Game,未知,先生,45,1979-01-24,198,中国-上海,中国-上海,,,中国-上海,120.0,45,游戏,上海
433,杨雪岗,120.0,-14%,-27,旭阳,Risun,北京,煤炭、化工,"Coal, Chemicals",家族,先生,59,1965-02-01,198,中国-河北-邢台,中国-河北-邢台,硕士,河北水利电力学院、河北工业大学,中国-河北-邢台,120.0,59,煤炭、化工,北京
433,叶国一,120.0,-11%,-6,英业达,Inventec,台湾台北,电脑产品,Computer Products,家族,先生,83,1941-04-21,198,中国-台湾,中国-台湾-台北,,,,120.0,83,电脑产品,台湾台北
433,周耀庭,120.0,-11%,-6,红豆,Hongdou,江苏无锡,服装、橡胶轮胎、房地产,"Apparel, Rubber Tire, Real Estate",家族,先生,81,1943-01-01,198,中国-江苏-无锡,中国-江苏-无锡,,,中国-江苏-无锡,120.0,81,服装、橡胶轮胎、房地产,江苏无锡
433,祝文宇,120.0,NEW,New,爱山林,JSL,台湾台北,房地产,Real Estate,家族,未知,未知,1900-01-01,198,,台湾台北,本科,逢甲大学,,120.0,0,房地产,台湾台北
454,陈琼香,115.0,-21%,-66,宁德时代,CATL,福建宁德,锂电池,Battery technology,未知,先生,未知,1900-01-01,198,,中国-福建-宁德,,,,115.0,0,锂电池,福建宁德
454,方洪波,115.0,10%,111,美的,Midea,广东佛山,家电制造,Household Appliances,未知,先生,57,1967-01-01,198,中国-安徽-安庆,中国-广东-佛山,,,,115.0,57,家电制造,广东佛山
454,洪杰,115.0,-59%,-275,三棵树,3Trees,福建莆田,涂料,Coating,未知,先生,57,1967-01-01,198,,中国-福建-莆田,,,,115.0,57,涂料,福建莆田
454,胡荣达、胡淇翔,115.0,-8%,17,三美化工,Sanmei Chemical,浙江金华,化工,Petrochemical,父子,先生,65,1959-01-01,198,中国-浙江,中国-浙江-金华,,,,115.0,65,化工,浙江金华
454,黄联禧、左笑萍,115.0,-18%,-48,联塑,Lesso,广东佛山,建材家居,Building Materials,夫妇,先生,61,1963-01-01,198,中国-广东-佛山,中国-广东-佛山,,,中国-广东-佛山,115.0,61,建材家居,广东佛山
454,黄山,115.0,-18%,-48,财富趋势,Fortune Trend,广东深圳,金融软件,Application Software,未知,先生,54,1970-08-09,198,中国-湖北-武汉,中国-广东-深圳,,,,115.0,54,金融软件,广东深圳
454,黄世再,115.0,-15%,-27,大中华地产,Great China Properties,广东深圳,房地产,Real Estate,家族,先生,73,1951-01-01,198,中国-广东-揭阳,中国-广东-深圳,,,中国-广东-揭阳,115.0,73,房地产,广东深圳
454,姜银台,115.0,-32%,-129,岱美股份,Daimay,上海浦东,汽车内饰,Automotive Interior,家族,先生,74,1950-01-01,198,,中国-上海,硕士,,,115.0,74,汽车内饰,上海浦东
454,赖建平,115.0,-4%,38,海天味业,Haitian,广东佛山,调味品,Food Flavorings,未知,先生,未知,1900-01-01,198,,中国-广东-佛山,,,,115.0,0,调味品,广东佛山
454,吕义雄,115.0,58%,407,上美,Chicmax,上海,化妆品,Cosmetic,未知,先生,47,1977-07-01,198,中国-广东-汕头,中国-上海,,,中国-广东-汕头,115.0,47,化妆品,上海
454,马秀慧,115.0,-26%,-84,欧普照明,Opple,上海闵行,节能灯,Energy saving light,家族,先生,53,1971-01-01,198,,中国-上海,本科,,,115.0,53,节能灯,上海闵行
454,齐向东,115.0,-32%,-129,奇安信,Qi An Xin,北京,网络安全,Cyber Security,未知,先生,59,1965-01-01,198,,中国-北京,本科,吉大,,115.0,59,网络安全,北京
454,邱文生,115.0,-8%,17,华勤技术,Huaqin,上海浦东,消费电子,Consumer electronics,未知,先生,未知,1900-01-01,198,,中国-上海,,,,115.0,0,消费电子,上海浦东
454,任道德,115.0,10%,111,泰康,Taikang,北京,保险,Insurance,未知,先生,64,1960-03-01,198,,中国-北京,,,,115.0,64,保险,北京
454,吴映明,115.0,-21%,-66,宁德时代,CATL,福建宁德,锂电池,Battery technology,未知,先生,57,1967-01-01,198,,中国-福建-宁德,本科,东北工学院,,115.0,57,锂电池,福建宁德
